epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
389,24106.4,0.05986,0.08498,0.86606,0.99809,1,0.995,0.995,0.05013,0.09925,0.76839,0.0023176,0.0023176,0.0023176
390,24168.3,0.06156,0.08661,0.86794,0.99809,1,0.995,0.995,0.04996,0.09996,0.76856,0.0022978,0.0022978,0.0022978
391,24230.2,0.06038,0.08629,0.86612,0.99821,1,0.995,0.995,0.04983,0.09856,0.76835,0.002278,0.002278,0.002278
392,24292.3,0.06006,0.08376,0.86709,0.99834,1,0.995,0.995,0.04967,0.0986,0.76828,0.0022582,0.0022582,0.0022582
393,24354.2,inf,0.07975,0.86607,0.99834,1,0.995,0.995,0.04959,0.09907,0.76822,0.0022384,0.0022384,0.0022384
394,24416.1,0.05737,0.07983,0.86601,0.99836,1,0.995,0.995,0.04945,0.09946,0.76819,0.0022186,0.0022186,0.0022186
395,24478,0.05663,0.08119,0.86516,0.99836,1,0.995,0.995,0.04947,0.09958,0.7682,0.0021988,0.0021988,0.0021988
396,24540,0.05683,0.07985,0.86549,0.99836,1,0.995,0.995,0.04926,0.09989,0.76819,0.002179,0.002179,0.002179
397,24601.9,0.05705,0.08002,0.8649,0.99838,1,0.995,0.995,0.04926,0.09991,0.76814,0.0021592,0.0021592,0.0021592
398,24663.8,0.05587,0.07797,0.86614,0.99838,1,0.995,0.995,0.04926,0.09969,0.76813,0.0021394,0.0021394,0.0021394
399,24725.8,inf,0.08061,0.86476,0.99839,1,0.995,0.995,0.04921,0.09935,0.76821,0.0021196,0.0021196,0.0021196
400,24787.8,0.05774,0.08091,0.86584,0.99838,1,0.995,0.995,0.04917,0.09799,0.76794,0.0020998,0.0020998,0.0020998
401,24849.7,0.05551,0.07772,0.86577,0.99839,1,0.995,0.995,0.04888,0.09796,0.7679,0.00208,0.00208,0.00208
402,24911.6,0.0564,0.07832,0.86579,0.99838,1,0.995,0.995,0.04867,0.09743,0.76781,0.0020602,0.0020602,0.0020602
403,24973.5,0.05688,0.0818,0.86576,0.9985,1,0.995,0.995,0.04862,0.09668,0.76761,0.0020404,0.0020404,0.0020404
404,25035.4,0.0553,0.07994,0.86445,0.99851,1,0.995,0.995,0.04858,0.09667,0.76758,0.0020206,0.0020206,0.0020206
405,25097.3,0.05514,0.07785,0.86409,0.99853,1,0.995,0.995,0.04836,0.0963,0.76749,0.0020008,0.0020008,0.0020008
406,25159.2,0.0551,0.07833,0.86574,0.99841,1,0.995,0.995,0.0481,0.09647,0.7674,0.001981,0.001981,0.001981
407,25221.2,0.05507,0.07897,0.86533,0.99843,1,0.995,0.995,0.04798,0.09637,0.76732,0.0019612,0.0019612,0.0019612
408,25283.1,inf,0.07721,0.86445,0.99844,1,0.995,0.995,0.04788,0.096,0.76726,0.0019414,0.0019414,0.0019414
409,25345,0.05354,0.0746,0.86356,0.99842,1,0.995,0.995,0.04784,0.0961,0.76719,0.0019216,0.0019216,0.0019216
410,25406.9,0.05426,0.07733,0.86481,0.99855,1,0.995,0.995,0.04788,0.09612,0.76718,0.0019018,0.0019018,0.0019018
411,25468.8,0.05478,0.07782,0.86431,0.99867,1,0.995,0.995,0.04776,0.09657,0.76714,0.001882,0.001882,0.001882
412,25530.7,inf,0.07829,0.86468,0.99879,1,0.995,0.995,0.0477,0.09688,0.76725,0.0018622,0.0018622,0.0018622
413,25592.7,0.05408,0.07958,0.86519,0.99892,1,0.995,0.995,0.04753,0.09669,0.76718,0.0018424,0.0018424,0.0018424
414,25654.6,0.054,0.07901,0.86397,0.99904,1,0.995,0.995,0.04734,0.09622,0.76708,0.0018226,0.0018226,0.0018226
415,25716.5,0.05345,0.07692,0.86384,0.99903,1,0.995,0.995,0.0472,0.09592,0.767,0.0018028,0.0018028,0.0018028
416,25778.4,0.05257,0.07451,0.86506,0.99903,1,0.995,0.995,0.04711,0.0955,0.76696,0.001783,0.001783,0.001783
417,25840.3,0.05296,0.07665,0.86524,0.99903,1,0.995,0.995,0.04707,0.09506,0.76693,0.0017632,0.0017632,0.0017632
418,25902.3,inf,0.07643,0.86427,0.99903,1,0.995,0.995,0.04695,0.09484,0.76685,0.0017434,0.0017434,0.0017434
419,25964.2,inf,0.07543,0.86641,0.99903,1,0.995,0.995,0.04705,0.09457,0.76682,0.0017236,0.0017236,0.0017236
420,26026.1,0.05246,0.07552,0.86406,0.99903,1,0.995,0.995,0.04699,0.09421,0.7668,0.0017038,0.0017038,0.0017038
421,26088,0.05098,0.07556,0.86411,0.99902,1,0.995,0.995,0.04708,0.09402,0.76676,0.001684,0.001684,0.001684
422,26150.1,0.05012,0.0717,0.86368,0.99902,1,0.995,0.995,0.04708,0.09419,0.76671,0.0016642,0.0016642,0.0016642
423,26212,0.05133,0.073,0.86396,0.99903,1,0.995,0.995,0.04722,0.09416,0.7667,0.0016444,0.0016444,0.0016444
424,26273.9,0.04967,0.07163,0.86363,0.99901,1,0.995,0.995,0.04735,0.09486,0.7667,0.0016246,0.0016246,0.0016246
425,26335.9,0.05047,0.07385,0.86327,0.99901,1,0.995,0.995,0.04737,0.09559,0.76665,0.0016048,0.0016048,0.0016048
426,26397.8,0.05011,0.07214,0.86441,0.99902,1,0.995,0.995,0.04745,0.09556,0.76665,0.001585,0.001585,0.001585
427,26459.7,0.04897,0.07207,0.86348,0.99902,1,0.995,0.995,0.04746,0.09618,0.7666,0.0015652,0.0015652,0.0015652
428,26521.6,0.04848,0.07032,0.86443,0.999,1,0.995,0.995,0.04751,0.09633,0.76655,0.0015454,0.0015454,0.0015454
429,26583.5,0.04894,0.07184,0.86235,0.999,1,0.995,0.995,0.04759,0.09669,0.76648,0.0015256,0.0015256,0.0015256
430,26645.4,0.04932,0.0734,0.86407,0.999,1,0.995,0.995,0.04756,0.09687,0.76637,0.0015058,0.0015058,0.0015058
431,26707.4,0.04917,0.07291,0.86271,0.999,1,0.995,0.995,0.04755,0.09677,0.7663,0.001486,0.001486,0.001486
432,26769.5,0.04787,0.07024,0.86302,0.99899,1,0.995,0.995,0.04771,0.0959,0.76638,0.0014662,0.0014662,0.0014662
433,26831.4,0.0486,0.07038,0.86356,0.99898,1,0.995,0.995,0.04778,0.0965,0.76636,0.0014464,0.0014464,0.0014464
434,26893.3,0.04714,0.07046,0.86401,0.99898,1,0.995,0.995,0.04777,0.09597,0.76641,0.0014266,0.0014266,0.0014266
435,26955.2,inf,0.07151,0.86296,0.99898,1,0.995,0.995,0.04774,0.09551,0.76637,0.0014068,0.0014068,0.0014068
436,27017.1,0.0479,0.06969,0.86265,0.99898,1,0.995,0.995,0.04786,0.09568,0.76636,0.001387,0.001387,0.001387
437,27079.1,0.0468,0.06874,0.86264,0.99898,1,0.995,0.995,0.04789,0.09605,0.76641,0.0013672,0.0013672,0.0013672
438,27141.1,0.04735,0.07043,0.86183,0.99897,1,0.995,0.995,0.04787,0.0962,0.76638,0.0013474,0.0013474,0.0013474
439,27203,0.04644,0.06852,0.8629,0.99898,1,0.995,0.995,0.04787,0.09537,0.76627,0.0013276,0.0013276,0.0013276
440,27264.9,inf,0.06814,0.8622,0.99898,1,0.995,0.995,0.04782,0.0944,0.76621,0.0013078,0.0013078,0.0013078
441,27326.8,0.04633,0.06887,0.86291,0.99899,1,0.995,0.995,0.0478,0.09349,0.76622,0.001288,0.001288,0.001288
442,27388.6,inf,0.06816,0.86165,0.99898,1,0.995,0.995,0.0479,0.09427,0.76602,0.0012682,0.0012682,0.0012682
443,27450.5,inf,0.06665,0.8624,0.99898,1,0.995,0.995,0.04781,0.09335,0.76612,0.0012484,0.0012484,0.0012484
444,27512.6,0.04446,0.06615,0.8626,0.99898,1,0.995,0.995,0.04762,0.09369,0.76602,0.0012286,0.0012286,0.0012286
445,27574.4,0.04353,0.06612,0.86275,0.99895,1,0.995,0.995,0.04753,0.09375,0.76594,0.0012088,0.0012088,0.0012088
446,27636.3,0.04373,0.06595,0.86293,0.99894,1,0.995,0.995,0.0474,0.09469,0.76591,0.001189,0.001189,0.001189
447,27698.2,inf,0.06572,0.86284,0.99891,1,0.995,0.995,0.04743,0.09395,0.76584,0.0011692,0.0011692,0.0011692
448,27760.1,0.04357,0.06417,0.86281,0.99889,1,0.995,0.995,0.04732,0.09428,0.76581,0.0011494,0.0011494,0.0011494
449,27822,0.04394,0.06606,0.86317,0.99903,1,0.995,0.995,0.04731,0.09477,0.76574,0.0011296,0.0011296,0.0011296
450,27883.9,0.04371,0.06781,0.86214,0.99901,1,0.995,0.995,0.04733,0.09511,0.76568,0.0011098,0.0011098,0.0011098
451,27945.8,0.04263,0.06304,0.86072,0.99901,1,0.995,0.995,0.0472,0.09516,0.76567,0.00109,0.00109,0.00109
452,28007.7,0.04266,0.06541,0.86073,0.999,1,0.995,0.995,0.04729,0.09542,0.76571,0.0010702,0.0010702,0.0010702
453,28069.6,0.04277,0.06432,0.86189,0.99896,1,0.995,0.995,0.04717,0.09602,0.7657,0.0010504,0.0010504,0.0010504
454,28131.4,inf,0.06528,0.86125,0.99894,1,0.995,0.995,0.04711,0.09637,0.76565,0.0010306,0.0010306,0.0010306
455,28193.3,inf,0.06421,0.86074,0.99894,1,0.995,0.995,0.04716,0.09673,0.76572,0.0010108,0.0010108,0.0010108
456,28255.3,0.04142,0.06257,0.8638,0.99894,1,0.995,0.995,0.04715,0.097,0.76574,0.000991,0.000991,0.000991
457,28317.3,inf,0.06234,0.86035,0.99893,1,0.995,0.995,0.04699,0.09694,0.76569,0.0009712,0.0009712,0.0009712
458,28379.2,0.04148,0.06301,0.85957,0.9989,1,0.995,0.995,0.04675,0.09724,0.76563,0.0009514,0.0009514,0.0009514
459,28441,0.04095,0.06255,0.86247,0.99887,1,0.995,0.995,0.04659,0.09713,0.76555,0.0009316,0.0009316,0.0009316
460,28502.9,0.04051,0.06063,0.86019,0.99885,1,0.995,0.995,0.04651,0.09752,0.76548,0.0009118,0.0009118,0.0009118
461,28565,inf,0.0645,0.86073,0.99882,1,0.995,0.995,0.04631,0.09833,0.76526,0.000892,0.000892,0.000892
462,28626.8,0.04097,0.06224,0.86121,0.9988,1,0.995,0.995,0.04618,0.09817,0.76536,0.0008722,0.0008722,0.0008722
463,28688.7,0.04002,0.06133,0.86198,0.99876,1,0.995,0.995,0.04606,0.0984,0.76533,0.0008524,0.0008524,0.0008524
464,28750.6,0.03948,0.06034,0.86154,0.99893,1,0.995,0.995,0.04607,0.09904,0.7653,0.0008326,0.0008326,0.0008326
465,28812.6,0.03943,0.06243,0.86103,0.99892,1,0.995,0.995,0.0459,0.09911,0.76525,0.0008128,0.0008128,0.0008128
466,28874.5,0.03945,0.06162,0.86122,0.99874,1,0.995,0.995,0.04585,0.09939,0.76523,0.000793,0.000793,0.000793
467,28936.4,0.0392,0.0616,0.86159,0.99872,1,0.995,0.995,0.04568,0.09979,0.76513,0.0007732,0.0007732,0.0007732
468,28998.3,0.03856,0.062,0.86027,0.99873,1,0.995,0.995,0.04555,0.10025,0.76503,0.0007534,0.0007534,0.0007534
469,29060.9,0.03908,0.06298,0.86081,0.99874,1,0.995,0.995,0.0455,0.10084,0.76498,0.0007336,0.0007336,0.0007336
470,29122.8,0.03852,0.06148,0.85992,0.99874,1,0.995,0.995,0.04539,0.10103,0.76489,0.0007138,0.0007138,0.0007138
471,29184.7,0.03786,0.06077,0.86039,0.99872,1,0.995,0.995,0.04536,0.10151,0.76484,0.000694,0.000694,0.000694
472,29246.6,0.03769,0.0611,0.86043,0.9987,1,0.995,0.995,0.0453,0.10152,0.76485,0.0006742,0.0006742,0.0006742
473,29308.5,0.03764,0.06034,0.8605,0.99866,1,0.995,0.995,0.04513,0.10183,0.76475,0.0006544,0.0006544,0.0006544
474,29370.4,0.03706,0.05975,0.85983,0.99863,1,0.995,0.995,0.04502,0.1024,0.76467,0.0006346,0.0006346,0.0006346
475,29432.3,0.03697,0.06078,0.86061,0.9986,1,0.995,0.995,0.04489,0.10313,0.76458,0.0006148,0.0006148,0.0006148
476,29494.1,0.03647,0.05849,0.85987,0.99857,1,0.995,0.995,0.04481,0.10332,0.76456,0.000595,0.000595,0.000595
477,29556.1,inf,0.0564,0.85927,0.99856,1,0.995,0.995,0.04471,0.10353,0.76455,0.0005752,0.0005752,0.0005752
478,29618,0.03575,0.05838,0.86025,0.99854,1,0.995,0.995,0.04468,0.10374,0.76454,0.0005554,0.0005554,0.0005554
479,29679.9,0.03607,0.05833,0.85973,0.99852,1,0.995,0.995,0.04451,0.1039,0.76451,0.0005356,0.0005356,0.0005356
480,29741.7,inf,0.05645,0.85951,0.9985,1,0.995,0.995,0.04449,0.10426,0.76451,0.0005158,0.0005158,0.0005158
481,29803.7,inf,0.05885,0.86009,0.99848,1,0.995,0.995,0.04453,0.10437,0.7645,0.000496,0.000496,0.000496
482,29865.5,0.03521,0.05821,0.85895,0.99863,1,0.995,0.995,0.04434,0.10409,0.76446,0.0004762,0.0004762,0.0004762
483,29927.4,0.03462,0.0585,0.85928,0.99863,1,0.995,0.995,0.04443,0.10433,0.76445,0.0004564,0.0004564,0.0004564
484,29989.3,0.03392,0.05818,0.86051,0.99864,1,0.995,0.995,0.04442,0.10464,0.76442,0.0004366,0.0004366,0.0004366
485,30051.2,inf,0.06024,0.86039,0.99865,1,0.995,0.995,0.04445,0.10484,0.76441,0.0004168,0.0004168,0.0004168
486,30113,0.03339,0.05772,0.85988,0.99889,1,0.995,0.995,0.04447,0.10519,0.76439,0.000397,0.000397,0.000397
487,30174.9,0.03399,0.05737,0.86091,0.99889,1,0.995,0.995,0.04445,0.10628,0.76445,0.0003772,0.0003772,0.0003772
488,30236.8,inf,0.05764,0.86131,0.9989,1,0.995,0.995,0.04445,0.10642,0.76448,0.0003574,0.0003574,0.0003574
489,30298.7,0.03376,0.05876,0.859,0.99892,1,0.995,0.995,0.0444,0.10587,0.76445,0.0003376,0.0003376,0.0003376
490,30360.6,0.03351,0.05824,0.85936,0.99893,1,0.995,0.995,0.04413,0.10495,0.76437,0.0003178,0.0003178,0.0003178
491,30423.1,0.02908,0.05743,0.81027,0.99914,1,0.995,0.995,0.04409,0.10468,0.76436,0.000298,0.000298,0.000298
492,30484.7,0.0281,0.05377,0.81046,0.99893,1,0.995,0.995,0.04399,0.10439,0.76431,0.0002782,0.0002782,0.0002782
493,30546.4,0.02642,0.0509,0.81038,0.99893,1,0.995,0.995,0.04392,0.10441,0.76431,0.0002584,0.0002584,0.0002584
494,30608,0.02643,0.05072,0.81006,0.99894,1,0.995,0.995,0.04388,0.10344,0.76426,0.0002386,0.0002386,0.0002386
495,30669.6,0.0255,0.04966,0.81011,0.99872,1,0.995,0.995,0.04389,0.10309,0.76418,0.0002188,0.0002188,0.0002188
496,30731.2,0.02459,0.04839,0.81132,0.99874,1,0.995,0.995,0.0438,0.10263,0.76412,0.000199,0.000199,0.000199
497,30792.9,0.02435,0.04781,0.80819,0.99875,1,0.995,0.995,0.04376,0.10268,0.76408,0.0001792,0.0001792,0.0001792
498,30854.5,0.02411,0.04863,0.81184,0.99877,1,0.995,0.995,0.04373,0.10249,0.76405,0.0001594,0.0001594,0.0001594
499,30916.1,0.02385,0.04784,0.80942,0.99879,1,0.995,0.995,0.04376,0.10193,0.76399,0.0001396,0.0001396,0.0001396
500,30977.7,0.02358,0.04701,0.80753,0.99881,1,0.995,0.995,0.04384,0.10112,0.76393,0.0001198,0.0001198,0.0001198
